customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
743,ACC0000743,Elizabeth,Torres,974 Main St,Portland,OR,79955,USA,04 Apr 1932,S,$50K - $70K,FEMALE,3,0,Partial High School,1994/03/20,Bronze,Management,Y
744,ACC0000744,Joshua,Williams,6519 Pine Rd,Boston,MA,62154,usa,08/15/1972,M,$90K - $110K,F,1,1,Some College,1998-04-03,bronze,Manual,Y
745,ACC0000745,Sandra,Robinson,2831 Oak Ave,BOISE,ID,69153,USA,09 Jul 1948,M,$30K - $50K,F,1,1,High School,1995/11/02,Normal,skilled manual,No
746,ACC0000746,Jessica,Martin,2219 River Rd,Orlando,FL,50194,USA,18 Sep 1969,S,$50K - $70K,F,0,0,Graduate Degree,1992-11-17,Bronze,CLERICAL,N
747,ACC0000747,Joshua,Allen,5954 Pine Rd,Denver,CO,43836,USA,1979/03/15,M,$70K - $90K,Male,0,0,Bachelor's Degree,1998-06-14,nORMAL,Clerical,Y
748,ACC0000748,John,Garcia,4478 Main St,Montreal,QC,I7Q,CANADA,25-06-1958,Married,$30K - $50K,M,1,1,Bachelor's Degree,03/27/1990,Bronze,Skilled Manual,Y
749,ACC0000749,Amanda,Hernandez,868 Pine Rd,Atlanta,GA,92124,USA,1927-04-20,M,$50K - $70K,M,3,0,Some College,02-04-1993,Gold,Clerical,Y
750,ACC0000750,Sandra,Nguyen,9462 Maple Ave,Hartford,CT,70683,USA,1964/12/20,M,$110K - $130K,M,1,1,Some College,1992-05-06,Bronze,Clerical,N
751,ACC0000751,Deborah,Miller,7908 Maple Ave,DETROIT,MI,,USA,30 Jun 1935,S,$50K - $70K,FEMALE,3,1,Some College,29 Mar 1998,Bronze,Skilled Manual,Y
752,ACC0000752,Kevin,Robinson,5056 Maple Ave,San Jose,CA,58819,USA,30-12-1960,S,$150K +,Female,0,0,Partial High School,10-05-1994,Normal,,Yes
753,ACC0000753,Michael,White,2709 River Rd,Albuquerque,NM,99883,usa,23-07-1929,S,$50K - $70K,F,1,1,Bachelor's Degree,1990-02-04,Bronze,Skilled Manual,N
754,ACC0000754,James,Perez,2471 Main St,sEATTLE,WA,25842,USA,11/13/1940,M,130K-150K,M,1,0,Partial High School,06/10/1990,Bronze,Clerical,Y
755,ACC0000755,Donna,Wright,8235 Main St,Columbus,OH,41596,US,1934-05-26,S,,MALE,0,0,PARTIAL HIGH SCHOOL,30-11-1990,Silver,Professional,N
756,ACC0000756,Donald,Hernandez,8505 1st St,Calgary,ab,W1O,Canada,31 Jan 1966,married,150K+,FEMALE,3,0,Some College,1993-04-05,Bronze,Manual,N
757,ACC0000757,Mary,Allen,101 Maple Ave,Raleigh,NC,18085,USA,1979/11/28,Single,$30K - $50K,M,1,1,Some College,1998/03/18,Bronze,mANAGEMENT,N
758,ACC0000758,Donald,Sanchez,476 Cedar Ln,PITTSBURGH,PA,75422,USA,1965/08/03,S,,M,2,1,High School,1992-08-01,Bronze,Skilled Manual,yes
759,ACC0000759,Donna,Taylor,9901 Main St,Calgary,AB,J1M,Canada,1947/06/26,S,$90K - $110K,F,0,0,Some College,10 Apr 1992,Silver,Management,N
760,ACC0000760,Paul,Johnson,7893 Pine Rd,Billings,MT,73434,USA,,Married,"$50,000-$70,000",MALE,2,0,High School,1992/04/25,Normal,skilled manual,Y
761,ACC0000761,Andrew,Ramirez,92 River Rd,Colorado Springs,CO,58533,USA,05/19/1966,Single,$150K +,M,0,0,HIGH SCHOOL,1990/07/16,Normal,,Y
762,ACC0000762,Kevin,Scott,178 Cedar Ln,Columbus,OH,25871,UNITED STATES,11/07/1927,Married,$110K - $130K,F,0,0,Graduate Degree,1990/08/21,Silver,Professional,N
763,ACC0000763,Margaret,Gonzalez,1103 Main St,Orlando,FL,57656,U.S.A.,07/27/1950,M,$30K - $50K,F,0,0,Some College,21-09-1995,Silver,Management,Yes
764,ACC0000764,Margaret,Wilson,1616 Maple Ave,SAN DIEGO,CA,42611,USA,1936-12-28,M,,M,2,1,Some College,03 Apr 1995,Gold,pROFESSIONAL,N
765,ACC0000765,Donna,Thompson,9365 Oak Ave,Tucson,AZ,45999,USA,22-04-1949,M,50K-70K,MALE,0,0,Bachelor's Degree,1997/10/21,Normal,Professional,Y
766,ACC0000766,Nancy,Young,1277 Oak Ave,Indianapolis,IN,38515,US,05/26/1966,M,150K+,M,0,0,Bachelor's Degree,08/31/1997,Normal,Management,Y
767,ACC0000767,Charles,Sanchez,9955 Maple Ave,Toronto,ON,E7B,canada,1936-05-14,S,,M,4,4,Graduate Degree,1997/02/10,Bronze,Professional,N
768,ACC0000768,Barbara,Lewis,9317 Main St,Buffalo,NY,97989,USA,07 Sep 1944,M,$90K - $110K,M,2,2,Some College,1993/03/16,Bronze,Professional,Y
769,ACC0000769,Amanda,Allen,403 Main St,Cleveland,OH,55278,U.S.A.,,M,,m,1,1,Bachelor's Degree,05/05/1996,Bronze,Skilled Manual,Y
770,ACC0000770,Jessica,Williams,8050 Pine Rd,Sacramento,CA,10073,US,25-04-1980,S,$110K - $130K,F,0,0,Partial High School,27 Nov 1998,Bronze,Management,Y
771,ACC0000771,Michelle,Taylor,4423 Cedar Ln,Newark,NJ,82144,USA,1954/02/02,M,"$30,000-$50,000",MALE,3,2,Some College,1990/11/14,Bronze,,Y
772,ACC0000772,Anthony,White,5134 Pine Rd,Denver,CO,61589,USA,1973/03/26,S,$70K - $90K,M,2,2,High School,1998/07/26,Silver,Management,Y
773,ACC0000773,Betty,Wright,877 Main St,Chicago,IL,,US,05/06/1947,S,$50K - $70K,M,4,0,Graduate Degree,1992/02/10,Normal,Manual,N
774,ACC0000774,Barbara,Garcia,3662 River Rd,Memphis,TN,25042,USA,,S,$30K - $50K,M,2,0,Bachelor's Degree,1996-08-31,Normal,CLERICAL,Y
775,ACC0000775,Joseph,Miller,1242 Cedar Ln,Indianapolis,IN,55525,USA,1972-03-17,M,,F,3,0,Some College,30-08-1991,Gold,Manual,Y
776,ACC0000776,Melissa,Lewis,6909 Oak Ave,ALBUQUERQUE,NM,25765,United States,1936/02/19,S,$130K - $150K,Male,2,0,Some College,03/21/1992,Normal,Professional,Y
777,ACC0000777,Matthew,Anderson,3332 Main St,Hartford,CT,55444,USA,1933/04/28,M,30K-50K,F,3,3,Some College,22 Oct 1997,normal,Professional,1
778,ACC0000778,James,Martin,7764 1st St,Colorado Springs,CO,59712,USA,1957/07/31,S,$110K - $130K,M,3,3,sOME cOLLEGE,25-09-1993,normal,Management,Y
779,ACC0000779,Andrew,Wilson,6932 Pine Rd,Mexico City,DF,480000,méxico,19-05-1943,M,$90K - $110K,M,1,0,Some College,1990-07-25,Normal,Manual,0
780,ACC0000780,Nancy,Clark,1374 Cedar Ln,Charlotte,NC,55074,USA,,M,,M,3,0,High School,28 Feb 1996,Silver,Professional,N
781,ACC0000781,Joseph,Davis,91 Maple Ave,Boston,MA,61083,USA,1953-09-30,S,$70K - $90K,M,2,0,High School,02/23/1998,Bronze,Clerical,N
782,ACC0000782,William,Wright,9448 Cedar Ln,Ottawa,ON,N0M,Canada,1954-12-31,S,$10K - $30K,F,1,1,High School,1991/05/12,Normal,Professional,N
783,ACC0000783,ashley,Miller,9461 1st St,Winnipeg,MB,G8Z,Canada,06/20/1952,S,$50K - $70K,m,2,0,Bachelor's Degree,1994/12/24,Gold,Professional,N
784,ACC0000784,bETTY,Scott,315 1st St,Buffalo,ny,97266,usa,12/12/1935,S,$30K - $50K,M,0,0,High School,1992/07/18,Normal,Management,Y
785,ACC0000785,Richard,Young,9123 Maple Ave,Minneapolis,MN,18893,UNITED STATES,1976-07-24,M,$70K - $90K,f,2,2,Bachelor's Degree,,gold,Management,0
786,ACC0000786,Anthony,Taylor,8216 Oak Ave,Charlotte,NC,88659,USA,15 Dec 1930,single,$30K - $50K,M,1,1,Graduate Degree,1991/09/13,Silver,Professional,N
787,ACC0000787,Betty,Ramirez,9728 1st St,Los Angeles,CA,39220,USA,24-07-1934,S,$70K - $90K,F,1,0,High School,28-11-1995,Silver,PROFESSIONAL,N
788,ACC0000788,Jennifer,Jones,5695 Maple Ave,New York,NY,79960,USA,1945-01-23,M,$110K - $130K,F,4,4,High School,04-12-1993,Gold,pROFESSIONAL,Y
789,ACC0000789,Emily,Walker,9447 Pine Rd,Tacoma,WA,55312,USA,1936-12-28,S,$10K - $30K,Male,0,0,High School,12/21/1990,Gold,Clerical,Y
790,ACC0000790,John,Ramirez,3570 Pine Rd,Honolulu,HI,58726,USA,1949/04/15,M,$30K - $50K,FEMALE,2,0,Partial High School,29-03-1994,Silver,Professional,N
791,ACC0000791,Margaret,Young,6810 Oak Ave,New York,NY,97785,USA,1976/11/21,S,$30K - $50K,Male,5,4,Bachelor's Degree,1997/04/04,Normal,Professional,Y
792,ACC0000792,Ashley,Robinson,9798 Cedar Ln,Milwaukee,WI,56467,United States,04/20/1972,S,$70K - $90K,F,0,0,High School,16 Mar 1996,Bronze,management,N
793,ACC0000793,George,Williams,1818 Main St,Ottawa,ON,Y5J,Canada,23-09-1940,S,,f,1,0,Some College,1992-10-11,Normal,Management,N
794,ACC0000794,Robert,Clark,730 Oak Ave,Boise,ID,82626,USA,01/30/1968,,$10K - $30K,M,0,0,High School,28 Dec 1992,Gold,Skilled Manual,Y
795,ACC0000795,Sandra,Jackson,1977 River Rd,Los Angeles,ca,80009,USA,1967-01-06,M,$150K +,F,0,0,HIGH SCHOOL,05/13/1994,Bronze,Management,N
796,ACC0000796,Jessica,Martinez,1568 Pine Rd,Mexico City,DF,718462,mexico,04/06/1980,single,$70K - $90K,MALE,1,1,Bachelor's Degree,10/14/1998,Gold,Skilled Manual,Y
797,ACC0000797,Patricia,Walker,6195 Cedar Ln,Indianapolis,IN,59056,USA,04/10/1980,M,$70K - $90K,M,2,2,Graduate Degree,1998-09-28,Bronze,Manual,Y
798,ACC0000798,Betty,Hernandez,1236 Cedar Ln,Mexico City,DF,927161,Mexico,07 Jul 1964,S,$50K - $70K,F,0,0,Some College,1991/03/25,Silver,Professional,Y
799,ACC0000799,Edward,Jones,6193 Oak Ave,Portland,OR,69543,USA,14-08-1968,S,$50K - $70K,Female,1,1,Some College,1993-03-09,Gold,Skilled Manual,N
800,ACC0000800,Linda,wHITE,5230 Oak Ave,Miami,FL,87462,USA,1979/01/28,S,"$130,000-$150,000",FEMALE,0,0,high school,04 May 1998,Normal,,Y
801,ACC0000801,Amanda,Lopez,3371 Pine Rd,Phoenix,AZ,13560,USA,1937-11-30,S,,m,1,0,Bachelor's Degree,10/18/1992,Normal,Skilled Manual,Y
802,ACC0000802,Edward,Garcia,9865 Main St,Toronto,ON,V4S,Canada,,S,$110K - $130K,F,1,1,Some College,13-10-1996,Silver,Clerical,Y
803,ACC0000803,Joseph,martin,5806 River Rd,Spokane,WA,26900,USA,1967/07/08,S,$70K - $90K,M,3,0,Some College,04 Jun 1990,Silver,Skilled Manual,yes
804,ACC0000804,Sarah,Martin,6244 Cedar Ln,Charlotte,NC,62129,USA,1968/04/02,M,50K-70K,F,2,0,High School,10 Apr 1996,Silver,Clerical,N
805,ACC0000805,Deborah,LOPEZ,1403 River Rd,Guadalajara,JAL,339708,Mexico,22-05-1945,S,,f,0,0,PARTIAL HIGH SCHOOL,16-04-1998,Bronze,Professional,N
806,ACC0000806,Michelle,Hernandez,9953 Pine Rd,Cleveland,OH,33630,USA,01/16/1964,M,$50K - $70K,F,2,1,Partial High School,24 Jan 1993,Bronze,Clerical,1
807,ACC0000807,James,Taylor,5151 1st St,Houston,TX,46838,USA,11 Jul 1976,M,110K-130K,m,3,0,Bachelor's Degree,08 Mar 1998,Normal,Professional,N
808,ACC0000808,Stephanie,Gonzalez,9204 River Rd,Philadelphia,PA,28549,USA,30-11-1955,M,$50K - $70K,M,0,0,sOME cOLLEGE,09 Jun 1992,Bronze,Clerical,N
809,ACC0000809,kevin,Hill,2720 1st St,Newark,NJ,40656,usa,09/04/1941,M,$50K - $70K,M,3,3,Some College,03/22/1998,Silver,skilled manual,N
810,ACC0000810,Christopher,Wilson,2216 Maple Ave,Cleveland,OH,45169,United States,14-05-1971,M,$30K - $50K,M,4,1,Bachelor's Degree,1993/06/17,Bronze,Management,N
811,ACC0000811,Carol,Young,1239 Maple Ave,Hartford,CT,23784,USA,14-05-1980,Married,$90K - $110K,Female,0,0,High School,1998-08-01,Bronze,clerical,N
812,ACC0000812,Andrew,Torres,8908 Maple Ave,San Diego,CA,87308,USA,1931-01-01,M,,M,1,1,Bachelor's Degree,1993/02/01,Normal,Clerical,N
813,ACC0000813,Elizabeth,Anderson,147 1st St,Minneapolis,MN,83532,United States,11/20/1923,,$110K - $130K,M,0,0,Bachelor's Degree,,Silver,Skilled Manual,Y
814,ACC0000814,Ashley,Gonzalez,1051 River Rd,Tucson,AZ,34697,USA,1927/05/21,M,10K-30K,MALE,1,1,HIGH SCHOOL,20-05-1994,Bronze,Skilled Manual,Y
815,ACC0000815,Stephanie,TORRES,3451 Main St,Chicago,IL,65048,USA,05-11-1938,M,$70K - $90K,M,4,3,Some College,29-03-1990,Normal,,1
816,ACC0000816,Richard,Scott,8713 Cedar Ln,Raleigh,NC,22314,USA,15 Apr 1973,M,$70K - $90K,F,2,0,Bachelor's Degree,18-07-1993,Bronze,Professional,Y
817,ACC0000817,Joseph,Walker,337 Oak Ave,Philadelphia,PA,92183,USA,01-11-1959,M,$90K - $110K,F,3,0,High School,10 Sep 1994,bronze,pROFESSIONAL,Y
818,ACC0000818,Kevin,Williams,128 Cedar Ln,Milwaukee,wi,71214,USA,01 Apr 1962,S,$30K - $50K,F,2,0,Bachelor's Degree,1994/05/02,silver,Management,Y
819,ACC0000819,eLIZABETH,Young,9827 Oak Ave,New York,NY,40503,U.S.A.,27 Jul 1945,M,$50K - $70K,Female,4,0,High School,09/01/1995,bronze,cLERICAL,Y
820,ACC0000820,Patricia,Smith,9098 1st St,aTLANTA,GA,40701,USA,1965/10/12,M,$110K - $130K,M,0,0,Some College,30 Nov 1997,Normal,Manual,Y
821,ACC0000821,Sandra,Young,7198 Pine Rd,Seattle,WA,41325,USA,13-09-1946,M,$10K - $30K,M,4,3,sOME cOLLEGE,29-05-1997,Gold,Manual,N
822,ACC0000822,Deborah,Rodriguez,980 Cedar Ln,Pittsburgh,PA,67867,United States,28 Jun 1964,S,$50K - $70K,f,2,1,Graduate Degree,12 May 1991,Bronze,Manual,N
823,ACC0000823,Charles,Sanchez,4814 Cedar Ln,San Antonio,TX,47009,USA,01 Apr 1967,S,,F,0,0,Partial High School,1990-06-05,Silver,Professional,Y
824,ACC0000824,Ashley,Perez,2667 Cedar Ln,Winnipeg,MB,M4E,Canada,1974/09/27,M,$30K - $50K,M,1,0,High School,08 Mar 1997,GOLD,Management,Y
825,ACC0000825,Michelle,Robinson,8271 Oak Ave,Billings,MT,24903,United States,16 Jan 1948,S,$150K +,F,4,1,Bachelor's Degree,1995-10-04,Normal,Skilled Manual,N
826,ACC0000826,Jennifer,Young,9215 Pine Rd,Guadalajara,JAL,103881,méxico,10-12-1965,M,$70K - $90K,m,1,1,Graduate Degree,1990-11-13,Bronze,cLERICAL,1
827,ACC0000827,Sandra,Williams,4227 Cedar Ln,San Antonio,TX,10989,USA,28-09-1972,Single,$130K - $150K,f,2,2,Bachelor's Degree,19 Nov 1995,Gold,Manual,Y
828,ACC0000828,James,Thompson,5255 Pine Rd,Raleigh,NC,95108,USA,1961-06-09,M,$70K - $90K,M,1,0,Bachelor's Degree,1997/05/18,Silver,Manual,N
829,ACC0000829,David,Martinez,9679 Main St,New York,NY,11577,USA,1940-06-18,M,$70K - $90K,M,1,0,Some College,17 Dec 1997,Silver,Clerical,Y
830,ACC0000830,Melissa,Ramirez,3883 1st St,Guadalajara,JAL,692986,Mexico,,S,$90K - $110K,F,3,0,Partial High School,1990/08/28,Silver,Clerical,Y
831,ACC0000831,Mary,Walker,2578 River Rd,Albuquerque,NM,17010,UNITED STATES,1928/08/13,S,"$70,000-$90,000",M,2,0,BACHELOR'S DEGREE,1994-07-25,Silver,Management,N
832,ACC0000832,Donald,Clark,6775 1st St,Raleigh,NC,15483,USA,1971/12/05,Married,$70K - $90K,F,5,2,High School,1996-07-12,Normal,Clerical,Y
833,ACC0000833,Betty,THOMAS,324 Maple Ave,vANCOUVER,BC,K6M,Canada,1923-02-14,S,$70K - $90K,M,3,1,Bachelor's Degree,10/04/1992,Silver,Manual,N
834,ACC0000834,Michelle,Clark,3471 River Rd,Memphis,TN,72100,USA,10-08-1960,M,,F,2,1,Some College,21-09-1997,Silver,Manual,Y
835,ACC0000835,Betty,yOUNG,1077 Oak Ave,New York,NY,68507,USA,04 May 1935,Married,$90K - $110K,M,1,1,Partial High School,1997-01-03,BRONZE,Manual,No
836,ACC0000836,Donna,Wilson,219 Main St,Vancouver,BC,F5F,Canada,09/29/1961,M,$10K - $30K,F,2,0,High School,1990/03/17,gOLD,Skilled Manual,Y
837,ACC0000837,Stephanie,Wright,5769 Oak Ave,PORTLAND,OR,22591,USA,08/25/1950,M,$90K - $110K,F,3,2,Graduate Degree,1998-01-27,Normal,Professional,N
838,ACC0000838,Sandra,Sanchez,9878 Pine Rd,Fresno,CA,82148,USA,,S,$30K - $50K,Female,1,0,Bachelor's Degree,1998-04-18,Bronze,Professional,no
839,ACC0000839,Edward,King,5106 Pine Rd,Miami,FL,,USA,1942-07-11,M,$30K - $50K,F,2,0,Bachelor's Degree,30-12-1991,Silver,Management,N
840,ACC0000840,Mark,White,806 Pine Rd,Portland,OR,43248,USA,1929/12/08,M,$130K - $150K,Male,2,0,Bachelor's Degree,13-06-1992,nORMAL,Clerical,Y
841,ACC0000841,Richard,Perez,4214 Cedar Ln,Hartford,CT,78750,United States,1956/01/09,S,$30K - $50K,F,0,0,Some College,1998-06-28,Silver,Manual,Y
842,ACC0000842,Linda,Moore,2748 Maple Ave,Fresno,CA,41744,USA,1937-08-29,M,$110K - $130K,F,0,0,Bachelor's Degree,31-12-1993,Normal,manual,Y
843,ACC0000843,Linda,Allen,7412 River Rd,Monterrey,NL,321933,mexico,1924/09/21,M,10K-30K,M,0,0,Graduate Degree,02/14/1992,Bronze,Skilled Manual,no
844,ACC0000844,James,Williams,6199 Oak Ave,San Antonio,TX,87181,USA,1956/10/09,Married,$30K - $50K,F,0,0,Bachelor's Degree,02 Sep 1994,Normal,Management,N
845,ACC0000845,Karen,Ramirez,8144 Main St,Fresno,CA,21249,USA,1952-04-22,single,10K-30K,M,2,0,Some College,1994/06/23,Normal,Management,N
846,ACC0000846,Paul,Sanchez,9223 River Rd,Detroit,MI,31792,USA,1954-01-07,M,$30K - $50K,F,0,0,Some College,27-01-1996,Silver,Skilled Manual,N
847,ACC0000847,Karen,Allen,6091 Main St,Orlando,FL,59820,USA,1953/04/24,S,$70K - $90K,M,0,0,High School,09/11/1996,Bronze,Professional,N
848,ACC0000848,Thomas,Martinez,8494 Pine Rd,Boston,MA,56549,usa,06/14/1957,S,$10K - $30K,f,3,3,Bachelor's Degree,1997-07-10,Bronze,Professional,Yes
849,ACC0000849,Steven,Gonzalez,6906 Cedar Ln,Atlanta,GA,59942,USA,07 Nov 1972,M,$70K - $90K,F,0,0,Bachelor's Degree,03/18/1995,Normal,Clerical,Y
850,ACC0000850,Steven,Gonzalez,2646 Maple Ave,Columbus,OH,83576,USA,1970/04/02,S,,M,2,0,High School,1994/05/30,gold,,Y
851,ACC0000851,Daniel,Smith,5548 Oak Ave,Memphis,TN,34618,United States,16 Sep 1954,single,$70K - $90K,M,2,1,Graduate Degree,15 Mar 1997,Silver,Professional,No
852,ACC0000852,Christopher,Perez,9201 Main St,Memphis,TN,70098,UNITED STATES,,Married,$70K - $90K,M,1,0,Bachelor's Degree,1996-03-02,Normal,Professional,Y
853,ACC0000853,Steven,Wright,9986 Oak Ave,fresno,CA,,USA,1951/04/03,M,$30K - $50K,Male,1,1,Partial High School,1993-12-27,Gold,Manual,Y
854,ACC0000854,Sandra,Lewis,2589 Pine Rd,Cheyenne,WY,97690,USA,14-03-1973,M,70K-90K,F,2,2,Some College,14 Feb 1997,Silver,clerical,No
855,ACC0000855,Nancy,Perez,5161 1st St,Cleveland,OH,67661,USA,22-11-1968,M,$110K - $130K,M,1,1,High School,13-01-1995,Normal,management,N
856,ACC0000856,John,Walker,6302 Maple Ave,Guadalajara,jal,877595,Mexico,1956-06-05,single,$150K +,M,0,0,High School,23 Nov 1996,Silver,Skilled Manual,No
857,ACC0000857,Margaret,Thomas,8547 Pine Rd,Montreal,QC,Q5R,Canada,11/13/1966,married,$70K - $90K,Female,5,5,High School,08/09/1996,Gold,,Y
858,ACC0000858,Steven,Lee,6528 Pine Rd,Reno,NV,31233,United States,,M,70K-90K,F,1,0,Bachelor's Degree,05-05-1991,Gold,Professional,Y
859,ACC0000859,Michael,rAMIREZ,8082 1st St,Seattle,WA,,usa,1962/03/26,S,$30K - $50K,F,1,0,hIGH sCHOOL,07 Nov 1996,Normal,,N
860,ACC0000860,Richard,Brown,6994 Oak Ave,Tacoma,wa,82403,USA,05 May 1922,S,$10K - $30K,F,0,0,Some College,1997-10-23,Bronze,Professional,Y
861,ACC0000861,George,King,943 River Rd,aUSTIN,TX,42334,USA,1956-05-07,Single,"$30,000-$50,000",M,0,0,High School,07/17/1998,BRONZE,Management,Y
862,ACC0000862,Anthony,Harris,3652 Maple Ave,montreal,QC,Z4B,Canada,17-08-1931,S,$30K - $50K,F,3,2,Some College,1996/06/28,Silver,Clerical,No
863,ACC0000863,Daniel,Clark,5712 Maple Ave,San Antonio,TX,84040,USA,1956-01-09,M,$10K - $30K,M,2,1,Some College,23 Nov 1997,Silver,,Y
864,ACC0000864,Brian,Thomas,969 River Rd,San Diego,CA,83418,USA,27-01-1976,S,,F,0,0,High School,03 Oct 1998,Bronze,Professional,Y
865,ACC0000865,Sarah,Garcia,2344 Pine Rd,Salt Lake City,UT,67839,US,1932-04-02,S,$30K - $50K,M,1,0,Some College,05-04-1998,Silver,Manual,Y
866,ACC0000866,Thomas,King,2057 Pine Rd,Winnipeg,MB,M1Y,Canada,08-02-1972,single,"$50,000-$70,000",M,0,0,High School,1993/07/11,Normal,Skilled Manual,Y
867,ACC0000867,Margaret,Robinson,9969 Oak Ave,toronto,ON,I2G,Canada,01/17/1965,single,$70K - $90K,m,1,0,High School,01/04/1995,Silver,Clerical,Y
868,ACC0000868,Mark,Torres,9117 Maple Ave,Nashville,TN,55895,USA,1923/11/17,S,$50K - $70K,M,4,3,Bachelor's Degree,12 Sep 1992,bRONZE,,Y
869,ACC0000869,Jessica,Lewis,3234 Pine Rd,Salt Lake City,UT,,UNITED STATES,06 Jul 1951,M,"$70,000-$90,000",FEMALE,0,0,Partial High School,1990-06-08,Normal,sKILLED mANUAL,N
870,ACC0000870,Betty,Miller,5787 Pine Rd,Atlanta,GA,12694,USA,06/06/1954,M,$90K - $110K,F,3,2,Bachelor's Degree,1991/05/18,Bronze,Professional,Y
871,ACC0000871,Kevin,Garcia,8883 Maple Ave,Salt Lake City,UT,54712,USA,02-01-1976,S,$50K - $70K,M,5,5,Partial High School,1994/09/17,Normal,CLERICAL,N
872,ACC0000872,Emily,Flores,9617 Oak Ave,Salt Lake City,UT,75821,USA,24 May 1963,Single,$50K - $70K,f,3,3,High School,12 Feb 1993,Silver,Professional,Yes
873,ACC0000873,Steven,Robinson,7806 Main St,Phoenix,AZ,90300,USA,05-11-1956,M,70K-90K,F,1,0,Some College,07/25/1991,Gold,,no
874,ACC0000874,John,Wright,5004 1st St,Albuquerque,nm,86321,USA,1957-03-17,S,$70K - $90K,MALE,2,0,gRADUATE dEGREE,04 May 1990,Gold,Management,N
875,ACC0000875,Charles,Hernandez,1878 1st St,Houston,TX,55015,USA,19-02-1978,S,10K-30K,Female,0,0,Some College,09-09-1998,Normal,Manual,N
876,ACC0000876,George,Gonzalez,3809 Main St,Denver,CO,50664,USA,07 Jun 1939,Single,,M,5,5,High School,04-09-1990,Bronze,Professional,No
877,ACC0000877,Kevin,Martinez,954 Main St,Los Angeles,CA,13284,USA,1932-12-09,S,$10K - $30K,F,1,0,Graduate Degree,1995-11-14,Gold,,No
878,ACC0000878,George,Brown,2988 Main St,Vancouver,BC,Y6E,canada,01/01/1977,S,$30K - $50K,F,0,0,Graduate Degree,1998/10/01,Normal,Manual,Y
879,ACC0000879,Jennifer,Scott,9309 Pine Rd,Tijuana,BC,459820,Mexico,1967/02/19,S,$70K - $90K,MALE,0,0,Bachelor's Degree,11 Dec 1997,Bronze,Management,Y
880,ACC0000880,Margaret,Hernandez,4048 River Rd,Columbus,oh,84796,USA,25-12-1939,S,$30K - $50K,F,1,1,Partial High School,31-03-1991,Normal,Clerical,Y
881,ACC0000881,William,Martinez,3868 Maple Ave,Spokane,WA,74443,USA,1939/10/25,S,$70K - $90K,M,0,0,Partial High School,1997-09-19,Gold,Manual,N
882,ACC0000882,Michelle,Scott,4403 Pine Rd,Tucson,AZ,70011,USA,1959-02-17,S,$50K - $70K,f,3,2,Bachelor's Degree,17-02-1995,Normal,Skilled Manual,N
883,ACC0000883,Christopher,Taylor,8826 Main St,Reno,NV,15427,US,1924/10/31,S,$10K - $30K,F,0,0,sOME cOLLEGE,08-04-1997,Normal,Management,N
884,ACC0000884,DANIEL,Sanchez,655 Oak Ave,Los Angeles,CA,87328,USA,07/20/1956,M,$30K - $50K,M,2,1,Some College,1998/01/04,Silver,Professional,Y
885,ACC0000885,Michael,Gonzalez,2557 River Rd,Miami,FL,18263,UNITED STATES,10/09/1977,S,,F,1,0,High School,10/12/1995,BRONZE,Management,Y
886,ACC0000886,Donald,Hill,7489 River Rd,San Diego,CA,,USA,1934-05-16,M,$30K - $50K,F,4,4,Partial High School,15-12-1991,Silver,Manual,Y
887,ACC0000887,Ashley,Walker,6130 Cedar Ln,Cheyenne,WY,70391,USA,1943-08-31,M,50K-70K,F,3,2,Some College,13 Mar 1996,Bronze,Professional,N
888,ACC0000888,Sandra,Johnson,9229 1st St,Colorado Springs,CO,31159,USA,07/21/1953,S,$30K - $50K,M,3,1,High School,03/27/1990,Silver,,Y
889,ACC0000889,donna,Flores,670 Oak Ave,Fresno,CA,59938,USA,1950/08/24,Married,$30K - $50K,MALE,1,1,hIGH sCHOOL,1995/11/14,Bronze,Skilled Manual,yes
890,ACC0000890,Lisa,GONZALEZ,8845 Maple Ave,Boise,ID,12760,USA,04-02-1947,M,"$70,000-$90,000",F,0,0,Bachelor's Degree,1996/06/18,Gold,Professional,Y
891,ACC0000891,David,Ramirez,6769 River Rd,Guadalajara,JAL,135893,MEXICO,10/18/1979,M,$70K - $90K,Female,0,0,Partial High School,1998/05/02,Normal,Clerical,no
892,ACC0000892,Joseph,Jackson,556 Oak Ave,Los Angeles,CA,36613,United States,1923-05-13,S,"$30,000-$50,000",f,4,4,some college,1993/12/26,Silver,Clerical,Y
893,ACC0000893,Elizabeth,Brown,2206 River Rd,Philadelphia,PA,23794,United States,04/18/1930,M,"$70,000-$90,000",F,1,1,Some College,24 May 1996,Bronze,Professional,Y
894,ACC0000894,Susan,Flores,760 River Rd,Mexico City,DF,629765,Mexico,09/16/1931,M,$130K - $150K,F,0,0,Some College,10/07/1990,Silver,Clerical,N
895,ACC0000895,Melissa,Perez,8578 Pine Rd,Salt Lake City,UT,82427,USA,1961-11-15,S,$50K - $70K,M,4,0,Some College,28-03-1996,BRONZE,Management,Y
896,ACC0000896,Kevin,Johnson,9821 Cedar Ln,Los Angeles,CA,15601,USA,07/20/1964,M,"$50,000-$70,000",MALE,3,3,Graduate Degree,20-04-1990,Gold,mANAGEMENT,N
